raw,clean,labels
hal2 sederhana yg berkaitan dg kesehatan mata silakan temukenali posyandu posbindu jaga perilaku dan gaya hidup,hal sederhana yang kait dengan sehat mata sila temukenali posyandu posbindu jaga perilaku dan gaya hidup,0
nungguin gebetan di kampus tapi ngga dateng dateng nih biar ngga bosen aktifkan paket kampusku amp nikmati kuota besar,tunggu orang yang suka di kampus tapi enggak datang datang ini supaya enggak bosan aktif paket kampus amp nikmat kuota besar,0
yoi yo bisa diliat hasilnya mereka ngedidik pemain2nya skrg ngeri ngeri sedep,ya ya bisa lihat hasil mereka ngedidik main nya sekarang ngeri ngeri sedep,0
duh upaya kita menjegal persib dengan mengurangi poin mereka gagal nih coba pemain pemain jagonya aja kita jegaltrik,aduh upaya kita jegal persib dengan kurang poin mereka gagal ini coba main main jago saja kita jegaltrik,-1
sama samaa vinciii kalo tempatnya emg baik buat kamu pasti dilancarkan ko,sama sama vinci jika tempat memang baik buat kamu pasti lancar kok,0
1 2 mau tumbler jne dan voucher belanja senilai rp 200 000 yuk ikutan kuis jne bangga berbatik dengan cara 1 upload foto ka,mau tumbler jne dan voucher belanja nila rp yuk ikut kuis jne bangga batik dengan cara upload foto kak,0
ini fs spesial pake telor buat kamu,ini fs spesial pakai telor buat kamu,0
that's what makes human unique my dear kita beda tapi kita tetep samasama manusia,that what makes human unique my dear kita beda tapi kita tetap samasama manusia,1
smg cepat sembuh bu amp semoga pelaku dapat balasan yg setimpaletidaknya kita t,moga cepat sembuh bu amp moga laku dapat balas yang setimpaletidaknya kita,1
satu pertanyaan saya kamu sudah baik dipilih oleh mereka lu nya aja mendua sok2an mau nilai orang,satu tanya saya kamu sudah baik pilih oleh mereka kamu nya saja dua sok an mau nilai orang,0
semoga mereka makin sukses sehat selalu makin yang terbaik tetaplah bersinar dan semoga persaha,moga mereka makin sukses sehat selalu makin yang baik tetap sinar dan moga persaha,1
sapa sih yg berani jahatin kamu sini bilang aku,sapa sih yang berani jahat kamu sini bilang saya,0
petang habis kelas kita serbu arked lestari boleh padankan dengan nasi ayam penyete,petang habis kelas kita serbu arked lestari boleh padan dengan nasi ayam penyete,0
line bima ya kan akunya yang ga enak ganteng bima glad to hear that bima biar kamu usaha,line bima iya kan aku yang enggak enak ganteng bima glad tapi hear that bima supaya kamu usaha,0
hi mohon maaf atas ketidaknyamanannya kami cek kendala yang kamu alami pada transaksi 181182540983,hai mohon maaf atas ketidaknyamanannya kami cek kendala yang kamu alami pada transaksi,-1
aku pahamnya kamu gimana dong,saya paham kamu bagaimana dong,1
jika kita mmbuat seseorang bahagia hari ini kita jg mmbuat dia bahagia 20 thn lagi saat ia mengenang peristiwa itu,jika kita buat orang bahagia hari ini kita juga buat dia bahagia tahun lagi saat ia kenang peristiwa itu,1
halooo kita bakal live di ignya dan ignya jam 10 ya ada ka dan ka n,halo kita bakal live di ignya dan ignya jam iya ada kak dan kak,0
kampret memang cebi mereka selalu berteriak pki,sial memang cebi mereka selalu teriak partai komunis indonesia,-1
jangan bagi tulang ikan pada kucing,jangan bagi tulang ikan pada kucing,-1
yang salah itu ya kamu mz nggak ngerti prosedur rekrutmen sama prinsip dasar ekonomi namanya pasang loker itu ya harusnya n,yang salah itu iya kamu mas enggak erti prosedur rekrutmen sama prinsip dasar ekonomi nama pasang loker itu iya harus,-1
agar semua jarih payah nya terbayar oleh apa yang kamu dapatkan tapi saat kau gagal dalam perjalanan ambisimu buk,agar semua jarih payah nya bayar oleh apa yang kamu dapat tapi saat kamu gagal dalam jalan ambisi buk,0
giveaway dikarenakan exo akan segera comeback mari berbagi kebahagiaan chenmin mini mask amp chenmin masks exo s,giveaway karena exo akan segera comeback mari bagi bahagia chenmin mini mask amp chenmin masks exo,0
ditelepon rajaalman presiden jokowi kita tidakendiri hadapi masa masaulit,telepon rajaalman presiden jokowi kita tidakendiri hadap masa masaulit,0
tergantung perlunya kamu apa wkwk kalo yg tdi udh dipelajarin dah mantep ya ngulang pelajaran bsk tpi gw,gantung perlu kamu apa wkwk jika yang tadi sudah dipelajarin deh mantap iya ulang ajar besok tapi gue,0
sayang kamu sudah bukan yuqi lagi wkwk,sayang kamu sudah bukan yuqi lagi wkwk,1
dekat sekolah kita dari form 1 sampai form 5 tak bersalin,dekat sekolah kita dari form sampai form tidak salin,0
atau ketukan dari ibu kos yang mau nagih kosan padahal kita belum gajian bang,atau ketu dari ibu kos yang mau nagih kosan padahal kita belum gaji mas,0
saat ditelpon oleh prabowoubianto ratnaarumpaet sangat ketakutan dan mengalami trauma mendalam itu sebabnya,saat telpon oleh prabowoubianto ratnaarumpaet sangat takut dan alami trauma dalam itu sebab,-1
perasaan cewek itu lebih peka dari cowok jadi kalo kamu bohong sama cewek sebernarnya dia tau tapi dia cuma dia lebih memilih diam,asa cewek itu lebih peka dari cowok jadi jika kamu bohong sama cewek sebernarnya dia tahu tapi dia cuma dia lebih pilih diam,-1
tak semua faham ni bila kita give up bcs their shitty attitude anggap kita tak sayang or cepat give up lol diri sendi,tidak semua faham ini bila kita give up bcs their shitty attitude anggap kita tidak sayang orang cepat give up tertawa diri sendi,-1
namanya juga hidup kadang orang lain cuma ingat satu keburukan kita bukan sepuluh kebaikan kita,nama juga hidup kadang orang lain cuma ingat satu keburu kita bukan puluh baik kita,-1
kita diserang thanos lapor pak avenger,kita serang thanos lapor pak avenger,0
aku nak kongsi satu kisah pasal perubahan dan istiqamah ada sorang kawan level adik adik ada masalah dengan gangste,saya mau kongsi satu kisah pasal ubah dan istikamah ada sorang kawan level adik adik ada masalah dengan gangste,0
aku simpen buat pajangan tebusannya tuh mereka minta buat aku jadi milik nya,saya simpan buat pajang tebus itu mereka minta buat saya jadi milik nya,0
solidaritas dunia bersahabat,solidaritas dunia sahabat,1
leani ratri itu pernah mengaku ke media kalau dia sedih karena pertandingan selalu sepi saat dia bermain kenapa sih,leani ratri itu pernah aku ke media kalau dia sedih karena tanding selalu sepi saat dia main kenapa sih,-1
goreng terus bencana,goreng terus bencana,0
bila bf post gambar kita pastu bila kita tgk balik dia dah delete hahaha,bila bf post gambar kita pastu bila kita tengok balik dia deh delete hahaha,1
silakan bantu saudara kita di palu team ireachmapim menerima mesej dan rayuan dari relawan di palu ayuh semua salurkan,sila bantu saudara kita di palu team ireachmapim terima mesej dan rayu dari rawan di palu ayuh semua salur,0
no comment bukan ranah kita,no comment bukan ranah kita,-1
ini baru sikit kalau nak compare dgn tsunami yg jd dkt negara jiran semuaemoga allah lindungi kita,ini baru sikit kalau mau compare dengan tsunami yang jadi dkt negara jiran semuaemoga allah lindung kita,1
dyam kamu asam glukosat,dyam kamu asam glukosat,-1
dan kamu lihat gunung gunung itu kamu sangka dia tetap di tempatnya padahal ia berjalan sebagaimana jalannya awan begitu,dan kamu lihat gunung gunung itu kamu sangka dia tetap di tempat padahal ia jalan bagaimana jalan awan begitu,0
jgn takabur dulu masalahnya blum jelas karena apa blum tentu juga ttg pilpres dan mungkin juga ka,jangan takabur dulu masalah belum jelas karena apa belum tentu juga tentang pilpres dan mungkin juga kak,-1
pasangan pilihan emak lebih memilih kesampingkan kepentingan pribadi dan golongan demi saudara2 kita,pasang pilih emak lebih pilih samping penting pribadi dan golong demi saudara kita,0
korang patut bekenalan dengan bro ni korang bgtau korang single tp tak bgtau kelebihan korang mcmana mereka nak tarik p,korang patut bekenalan dengan saudara laki ini korang bgtau korang single tapi tidak bgtau lebih korang mcmana mereka mau tarik,0
kamu jual emang fullset kahemurah itu kah,kamu jual memang fullset kahemurah itu kah,0
jadi kalo kalian liat komen gak jelas repo gausah dibales biar gak di up repo repo repo terus like semua kome,jadi jika kalian lihat komen enggak jelas repo enggak usah dibales supaya enggak di up repo repo repo terus like semua kome,-1
jadi kita kita mau gimana,jadi kita kita mau bagaimana,0
hidup memang tak mudah tapi jika kamu terus berjuang tanpa lelah akhir yg indah akan selalu menunggu tuk kamu sapa,hidup memang tidak mudah tapi jika kamu terus juang tanpa lelah akhir yang indah akan selalu tunggu untuk kamu sapa,1
kamu sudah lupa jalan pulang rupanya baikbaik dikota congyang yess,kamu sudah lupa jalan pulang rupa baikbaik kota congyang ye,0
aku lupa antara pernah tau dan lupa atau kamu gak pernah bilang hu,saya lupa antara pernah tahu dan lupa atau kamu enggak pernah bilang hu,0
takpa kita doakan moga nur izzah jadi tokey carwash bila besar nanti gambar2 ni abang nya tangkap curik2 sambil gelak2,takpa kita doa moga nur izzah jadi tokey carwash bila besar nanti gambar ini abang nya tangkap curik sambil gelak,1
saat masih melatih madrid mou tak pernah kalah dari valencia namun man united bukan real madrid dan mereka sedang da,saat masih latih madrid mou tidak pernah kalah dari valencia namun laki dewasa united bukan real madrid dan mereka sedang sudah,0
exocomingsoon jahat kan ada yang baru yang lama dilupain emh makasih ya kokobop karna kamu aku jadi tau yang namanya keindah,exocomingsoon jahat kan ada yang baru yang lama dilupain emh terima kasih iya kokobop karena kamu saya jadi tahu yang nama indah,-1
memang luar biasa biadap negeri kita ini ya hare gene masih ada aja laki2 perkusi dan nonjokin wanita kalian ga s,memang luar biasa biadap negeri kita ini iya hare gene masih ada saja laki perkusi dan nonjokin wanita kalian enggak,-1
okeh kamu anggi kan iyakan,okeh kamu anggi kan iya,0
srs la nak buat ads dkt tv omggg takutnyaaaa kita kena bash mulut meleis yg cam puaka tu haihh sorry not sorry,srs lah mau buat ads dkt tv omg takut kita kena bash mulut meleis yang cam puaka itu haihh maaf belum maaf,-1
harap waspada pki semakin bangkit tidak menginginkan adanya presiden baru dan juga islam di in,harap waspada partai komunis indonesia makin bangkit tidak ingin ada presiden baru dan juga islam di ini,-1
pekan lalu amazon baru saja mengumumkan pembelian retail makanan whole food yang membuat harga saham mereka melonjak,pekan lalu amazon baru saja umum beli retail makan whole food yang buat harga saham mereka lonjak,0
apakah kamu membuat keputusan secara spontan atau merencanakan terlebih dahulu keputusan apa ni,apakah kamu buat putus cara spontan atau rencana lebih dahulu putus apa ini,0
aamiin ya allahemoga org2 biadab yg menganiaya mendapat balasan langsung dari allahemoga lekas baikan amp pul,amin iya allahemoga orang biadab yang aniaya dapat balas langsung dari allahemoga lekas baik amp pul,1
harini dah 1st october maknanya race 2 dah nak dekat ingat tau 19 20 21 ni toyotagazooracingmalaysia di maeps sayang,harini deh st october makna race deh mau dekat ingat tahu ini toyotagazooracingmalaysia di maeps sayang,0
mungkin tuhan mulai bosan dengan tingkah kita,mungkin tuhan mulai bosan dengan tingkah kita,-1
rcti aja bisa ngundang mereka yaaa,rcti saja bisa ngundang mereka iya,0
aku udh sabar tuh nunggu mereka,saya sudah sabar itu tunggu mereka,1
ketika ada rumah ibadah yg selamat dari bencana selalu ada kaum bahlul yg mengklaim bahwa tuhannya yg paling hebat mungki,ketika ada rumah ibadah yang selamat dari bencana selalu ada kaum bahlul yang klaim bahwa tuhan yang paling hebat mungkin,0
hai rizqi mohon maaf atas ketidaknyaman yg kamu alami untuk perubahan satu rute tidak dpt dilakukan mel,hai rizqi mohon maaf atas ketidaknyaman yang kamu alami untuk ubah satu rute tidak dapat laku mel,-1
kamu jangan menyerah ya aku akan selalu mendukungmu jangan putus asa kamu nggak perlu takut aku ada untukmu ban,kamu jangan serah iya saya akan selalu dukung jangan putus asa kamu enggak perlu takut saya ada untuk ban,1
yang lain font size nama nya dibikin 8 kamu 20,yang lain font size nama nya bikin kamu,0
kita aku sm kamu anjay wkwkw,kita saya sama kamu anjay wkwkw,1
daripada lakuin hal yg gak berguna jajan yg gak guna juga mending kita berdonasi untuk mereka yg di palu kalian berdonasi,daripada laku hal yang enggak guna jajan yang enggak guna juga lebih baik kita donasi untuk mereka yang di palu kalian donasi,1
loh kamu resign kenapa pindah dimana iya gak kemana2 kok mau facebook an aja facebookan doang brrti,loh kamu resign kenapa pindah mana iya enggak mana kok mau facebook an saja facebookan doang arti,0
selamat hari batik nasional dengan memakai batik kita telah membantu melestarikan warisan budaya indonesiahar,selamat hari batik nasional dengan pakai batik kita telah bantu lestari waris budaya indonesiahar,0
kamu punya lesung pipi a ya b gak c satu aja captainkepo,kamu punya lesung pipi iya enggak satu saja captainkepo,0
ini adalah contoh yang baik mungkin satu hari kita boleh ikut cara ini,ini adalah contoh yang baik mungkin satu hari kita boleh ikut cara ini,1
setuju,tuju,1
iya memang lgbt mengguncangkan duniapektakuler sekali mereka,iya memang lgbt guncang duniapektakuler sekali mereka,0
setiap kali pulang sekolah saat sd ',tiap kali pulang sekolah saat sd,0
karena kamu hamster,karena kamu hamster,0
mereka yang bermimpi di siang hari akan lebih menyadari bahaya yang luput dari penglihatan mereka yang mimpi di malam hari,mereka yang mimpi di siang hari akan lebih sadar bahaya yang luput dari lihat mereka yang mimpi di malam hari,0
kome lapor jom orang kuala kangsar dan orang perak dan seluruh warga malaysia moh kita serbu di warung kak engku w,kome lapor jom orang kuala kangsar dan orang perak dan seluruh warga malaysia moh kita serbu di warung kak engku,-1
pertanyaan dari alam pertanyaan seperti it membangnkan kita terhadap realitas kehidupan hal hal yg sesungguhnya b,tanya dari alam tanya seperti itu membangnkan kita hadap realitas hidup hal hal yang sungguh,0
ngerti sih gue poin lo lup tapi kalo mau bandingin sama yg baru aja terjadi di lombok ngga ada pe,erti sih aku poin kamu lup tapi jika mau banding sama yang baru saja jadi di lombok enggak ada pe,0
ya salahnya doain org apa toh rasulullah aja waktu di lempar batu sama orang kafir masih ngedoain mereka kenap,iya salah doain orang apa toh rasulullah saja waktu di lempar batu sama orang kafir masih ngedoain mereka kenap,0
antara zikir yang korang boleh amalkan untuk luaskan pintu rezeki dah lepas berusaha kita berserahemoga dipermudahkan uru,antara zikir yang korang boleh amal untuk luas pintu rezeki deh lepas usaha kita berserahemoga mudah uru,1
nah iya aku nangis pas mereka audisi trus dikomentarin pedes bgt apalagi episode terakhir ampe skrg,nah iya saya menang pas mereka audisi terus dikomentarin pedas banget apalagi episode akhir sampai sekarang,-1
cont mengerutkan kening kaminarihush kirishima ingin berteriak denki nah kaminari tertawa,cont kerut kening kaminarihush kirishima ingin teriak denki nah kaminari tertawa,1
aku lulus kamu masuk poltek,saya lulus kamu masuk poltek,1
melayani adalah tradisi kami bahkan sebelum aceh kena tsunami di pks tanpa kibarkn bendera pun tanpa membed,layan adalah tradisi kami bahkan belum aceh kena tsunami di pks tanpa kibarkn bendera pun tanpa membed,1
betul lah cakap sharifah sakinah tu get away from your phone for awhile sebab bila kita tengah marah terasa sedi,betul lah cakap sharifah sakinah itu get away dari your phone untuk awhile sebab bila kita tengah marah asa sedi,-1
2 describe asramakuuperekaliiii mereka ramah banget humble welcome ke newizzy nya semua jadi satuu tapi,describe asramakuuperekali mereka ramah banget humble welcome ke newizzy nya semua jadi satu tapi,1
picik presiden dan kepala negara mosok cuma urusi elektabilitas biarlah itu jadi tugas oposisi yang udah ngiler i,picik presiden dan kepala negara masa cuma urus elektabilitas biar itu jadi tugas oposisi yang sudah mau,-1
gerakcepatuntukpalu mari kita bantu apa yang kita bisa bantu untuk sdr2 kita diulawesi,gerakcepatuntukpalu mari kita bantu apa yang kita bisa bantu untuk sdr kita diulawesi,1
motto hayoung adalah jika kamu melakukannya itu akan terjadi,motto hayoung adalah jika kamu laku itu akan jadi,0
nerakaku bukan urusanmu begitupula surga belum tentu tempatmu ngerti kan maksudnya apa jadi ga perlu repot' bu,neraka bukan urus begitupula surga belum tentu tempat erti kan maksud apa jadi enggak perlu repot bu,-1
oh kamuerius saya dinnialam kenal ya,oh kamuerius saya dinnialam kenal iya,0
aku kepikiran si hall minta ieyasu panjangin rambutnya buat dimainin dan ditata pas mereka lagi nyantai ba,saya pikir sih hall minta ieyasu panjangin rambut buat dimainin dan tata pas mereka lagi nyantai ba,0
kamu tinggal di mana,kamu tinggal di mana,0
tolong kami karyawan peokoan manukan tama surabaya coblosan presiden tgl 9 april saja kita kerja 08 00 21 00,tolong kami karyawan peokoan manuk tama surabaya coblos presiden tanggal april saja kita kerja,0
6days winter japan hokkaido kamu akan berpengalaman menikmati winter diapporo dan kunjungan ke banyak tempat lai,days winter japan hokkaido kamu akan alam nikmat winter diapporo dan kunjung ke banyak tempat lai,0
hanya butuh waktu kisaran 1 2 bulan tergantung banyaknya calo2 notaris2 yg mengurus tp diurus mereka pun jg t,hanya butuh waktu kisar bulan gantung banyak makelar notaris yang urus tapi urus mereka pun juga,0
wah wah masuk lagi feedback panas dari customer kita ni menggunakan set basic elysian tak sampai sebulan pun da rasa ke,wah wah masuk lagi feedback panas dari customer kita ini guna set basic elysian tidak sampai bulan pun sudah rasa ke,0
iya aku liat di berita2 sih hft ya allah apaa udh redaan kebakarannya stay safe ya kamu,iya saya lihat di berita sih hft iya allah apa sudah reda bakar tinggal safe iya kamu,1
dlu kejadian cfd wuihh tagarnya macemegitu belum babak belur kek giniekarang mereka diam bahkan mungkin sebagian da,dulu jadi cfd wuihh tagar macemegitu belum babak bur kayak giniekarang mereka diam bahkan mungkin bagi sudah,-1
tentu kita sepakat bahwa rasa syukur harus kita haturkan atas segala apa pun yang kita terima di dalam hidup,tentu kita sepakat bahwa rasa syukur harus kita hatur atas segala apa pun yang kita terima di dalam hidup,1
negara tidak hadir pak,negara tidak hadir pak,-1
di bohongin itu sakit apalagi saat kita udah percaya sama dia,di bohongin itu sakit apalagi saat kita sudah percaya sama dia,-1
bijak loe hari ini,bijak lo hari ini,1
dear leutikans telah terbit bukubaru di berjudul aku kamu dan istana karya rio prakoso,dear leutikans telah terbit bukubaru di judul saya kamu dan istana karya rio prakoso,0
seorang petani di india berjuang keras agar warga sedesanya mulai menggunakan toilet untuk keperluan buang hajat mereka htt,orang tani di india juang keras agar warga desa mulai guna toilet untuk perlu buang hajat mereka htt,0
gak ngerti kenapa aku bisa se sayang ini sama kamu ',enggak erti kenapa saya bisa se sayang ini sama kamu,1
sy jawab ad 2 kemungkinan antara jumlah kerjaan amp pekerjanya tak seimbang amp yg ke 2 mereka kerja dgn pamrih,saya jawab ada mungkin antara jumlah kerja amp kerja tidak imbang amp yang ke mereka kerja dengan pamrih,-1
yuk tunjukkan kecintaan kamu terhadap batik dengan ikutan lomba foto haribatikkompastv cek info lengkapnya di pos,yuk tunjuk cinta kamu hadap batik dengan ikut lomba foto haribatikkompastv cek informasi lengkap di pos,1
kan biar kamu mumet je,kan supaya kamu pusing je,-1
yg keitung sekarang baru 18 akun verified yg udh ngefollow mau ngefollbck tp males difollback enggak sama aja uju,yang keitung sekarang baru akun verified yang sudah ngefollow mau ngefollbck tapi malas difollback tidak sama saja uju,0
ayo kita berbondong bondong follow sahabatku,ayo kita bondong bondong follow sahabat,0
ini tim bagus dan memberikan harapan bagi masadepan timnas indonesiaelama 90 menit mrk hanya 6 kali salah dan 3 mjd,ini tim bagus dan beri harap bagi masadepan timnas indonesiaelama menit mereka hanya kali salah dan mjd,1
untung kan dapat pakwe sayang kita lebih dari kita sayang dia,untung kan dapat pakwe sayang kita lebih dari kita sayang dia,1
tuhan kasihilah ibu dan ayahku sebagaimana mereka memelihara dan mendidikku di masa kecil aamiin,tuhan kasih ibu dan ayah bagaimana mereka pelihara dan didik di masa kecil amin,1
bagaimanaurah ad dhuha boleh mengubah kehidupan kita,bagaimanaurah ada dhuha boleh ubah hidup kita,0
tak mungkin terjadi gempa jika anak manusia tak melakukan suatu dosa gempa adalah suatu tanda alam jika suatu daerah t,tidak mungkin jadi gempa jika anak manusia tidak laku suatu dosa gempa adalah suatu tanda alam jika suatu daerah,-1
rlt tmn cowo gua gua eh kita kok dari sd bareng mulu ya sampe skrg kuliah eh nggak tau lu ngikutin gua,rlt teman cowok aku aku eh kita kok dari sd bareng terus iya sampai sekarang kuliah eh enggak tahu kamu ikut aku,0
mereka terjun ke lokasi bencana dan membantu tidak menanyakan agamanya apa cuma ada di komik khayalan yang diciptakan kala,mereka terjun ke lokasi bencana dan bantu tidak tanya agama apa cuma ada di komik khayal yang cipta kala,0
mungkin orang yg posting ambil gambar google karena tak se,mungkin orang yang posting ambil gambar google karena tidak se,0
untuk kesekian kalinya terkesima sama perkembangan film indonesia jujur enjoy bgt ngeliat film ini dari awal sampe,untuk sekian kali kesima sama kembang film indonesia jujur enjoy banget lihat film ini dari awal sampai,1
mendoakan suadara kita adalah bantuan paling utama untuk saudara kita yang berada di palu amp donggala gerakcepatuntukpalu,doa suadara kita adalah bantu paling utama untuk saudara kita yang ada di palu amp donggala gerakcepatuntukpalu,1
v aku ga bohong aku udah nunggu kamu 5 menit apa yang kamu pikirin apa yang kamu pikirin apa yang ketawa,saya enggak bohong saya sudah tunggu kamu menit apa yang kamu pikirin apa yang kamu pikirin apa yang ketawa,1
selain presentation kita boleh lakukan sesi perdebatan,selain presentation kita boleh laku sesi debat,0
bii kamu ngejauh,bii kamu ngejauh,-1
selama ini kamu hanya mempercayai satu sisi dan tidak mau menilai secara komprehensif,lama ini kamu hanya percaya satu sisi dan tidak mau nilai cara komprehensif,-1
balik sahaja ke rumah saya terus email kepada cimb report saya dan bukti2 lain tapi amat mengecewakan email tersebit unde,balik sahaja ke rumah saya terus email kepada cimb reposaya dan bukti lain tapi amat kecewa email sebit unde,0
uuuuuu hhhhahahhhaha semoga kita terserempak lagi,hahahaha moga kita serempak lagi,1
apa yang allah kurniakan kepada kita lebih baik daripada apa yg kita nak azmi rahim,apa yang allah kurniakan kepada kita lebih baik daripada apa yang kita mau azmi rahim,1
dpr kritik pemerintah buka bantuan asing untuk gempa palu ini udah kita prediksi kelicikan mreka kmarin mreka teriak2 aga,dewan wakil rakyat kritik perintah buka bantu asing untuk gempa palu ini sudah kita prediksi kelici mereka kemarin mereka teriak aga,-1
maunya kamu,mau kamu,1
hai aku rei 99l kamu,hai saya rei kamu,0
kita ini sering tidak berbahagia karena suka membandingkan kekurangan kita dengan kelebihan orang lain,kita ini sering tidak bahagia karena suka banding kurang kita dengan lebih orang lain,-1
hai mohon maaf atas ketidaknyamanannya silakan kamu menunggu konfirmasi dari pelapak atau jika pelapak t,hai mohon maaf atas ketidaknyamanannya sila kamu tunggu konfirmasi dari lapak atau jika lapak,-1
luka kalian adalah luka kami duka kalian adalah duka kami kata f shuhaiber pemuda palestina asal gazau,luka kalian adalah luka kami duka kalian adalah duka kami kata shuhaiber pemuda palestina asal gazau,-1
ayo kenalan sama pacar baru kamu,ayo kenal sama pacar baru kamu,0
mereka menabuh genderang perang lawan lawan jeung lawan ku kabehan,mereka tabuh genderang perang lawan lawan jeung lawan ku kabehan,0
jika biasanya kita hanya ada di sebatas pagar tribun kali ini kita harus mendobraknya lawan,jika biasa kita hanya ada di batas pagar tribun kali ini kita harus dobrak lawan,0
saatnya venom21quiz berhadiah tiket screening filmnya di jakarta pastikan kamu bisa hadir yaiapa pemeran utama venom pe,saat venom kuis hadiah tiket screening film di jakarta pasti kamu bisa hadir yaiapa per utama venom pe,0
maka terhadap nikmat tuhanmu yang manakah kamu ragu ragu 53 55,maka hadap nikmat tuhan yang mana kamu ragu ragu,0
mengapa indonesia harus menyiapkan diri dari bencana alam karena gempa krn kita berdiri di atas lempengan aktif bumi,mengapa indonesia harus siap diri dari bencana alam karena gempa karena kita diri di atas lempeng aktif bumi,0
percayalah akan bnyak isu isu yg akan di lempar ke publik hanya untuk menutupi bobrok nya rezim ini mereka akan me,percaya akan banyak isu isu yang akan di lempar ke publik hanya untuk tutup bobrok nya rezim ini mereka akan me,-1
first time bekerjasama ni mereka semua,first time bekerjasama ini mereka semua,0
apa cuma gue doang yang gak tau dia siapa iya apa cuma gue doang yang gak pernah main gituan iya apa cu iya,apa cuma aku doang yang enggak tahu dia siapa iya apa cuma aku doang yang enggak pernah main begitu iya apa cu iya,0
ada orang masa mula mula nak kenal sentiasa je cari alasan supaya boleh bercakap dengan kita tapi bila dah lama bersa,ada orang masa mula mula mau kenal sentiasa je cari alas supaya boleh cakap dengan kita tapi bila deh lama bersa,0
kita bergaduh tak habis kita berdebat tak habis kita marah orang bagi nasihat kita cabar al quran dengan teori teori i,kita gaduh tidak habis kita debat tidak habis kita marah orang bagi nasihat kita cabar al quran dengan teori teori,-1
hati akan lapang insyaallah kalau kamu redha dgn pemberian dari allah allah beri aura indah pada wajah kamu janganlah m,hati akan lapang insyaallah kalau kamu redha dengan beri dari allah allah beri aura indah pada wajah kamu jangan,1
di gunung menoreh kamu bisa melemparkan pandangan hamparan bukit bukit hijau di pegunungan menoreh sambil menikmati t,di gunung toreh kamu bisa lempar pandang hampar bukit bukit hijau di gunung toreh sambil nikmat,0
astaga pak kamu sungguh trlalu aku gigit yaa kamuu,astaga pak kamu sungguh terlalu saya gigit ya kamu,-1
bertolak dari pangkalan tni au adioemarmourakarta menuju kota paluaya ingin melihat sendiri dan memastikan penanganan,tolak dari pangkal tni au adioemarmourakarta tuju kota paluaya ingin lihat sendiri dan pasti tangan,0
demi allah yang nyawaku berada ditangannya semoga allah memberikan balasan kepada mereka yang melakukan pe,demi allah yang nyawa ada tang moga allah beri balas kepada mereka yang laku pe,1
apakah kita kerja untuk diri kitaendiri,apakah kita kerja untuk diri kitaendiri,0
bisa jadi ada orang ketiga yg hendak memperkeruh dan kemudian kita saling menuding satu sama lain soal ratnaarumpa,bisa jadi ada orang tiga yang hendak keruh dan kemudian kita saling tuding satu sama lain soal ratnaarumpa,-1
ketua saya avenger malawan thanos wakil ketua kita tak butuh avenger hadirin,ketua saya avenger malawan thanos wakil ketua kita tidak butuh avenger hadirin,0
berhubungan dgn tweet pict 1 amp ternyata di fansign hari ini langsung terjadi dong momentnya aku bakal ngadain give away,hubung dengan tweet pict amp nyata di fansign hari ini langsung jadi dong momentnya saya bakal ada give away,0
apa kabar kamu kekasih masalalu aku baru kusadari yg tak ada sehebat kamu ',apa kabar kamu kasih masalalu saya baru sadar yang tidak ada hebat kamu,-1
hidup itu salah atau benar tanggung jawab kita kita adalah pemimpin bagi kehidupan kita sendiri,hidup itu salah atau benar tanggung jawab kita kita adalah pimpin bagi hidup kita sendiri,1
angkut bang,angkut mas,0
eris ayo yg ava nyapedo kita mutualan hype exo bareng2 rep aja ava ku jugapedo ab,eris ayo yang avatar nyapedo kita mutualan hype exo bareng rep saja avatar ku jugapedo ab,0
untukone indonesia buat kamu yang mau dukung digital 'the firstcene' di melon aku bisa bantu kalian untuk pembelian pak,untukone indonesia buat kamu yang mau dukung digital the firstcene di melon saya bisa bantu kalian untuk beli pak,0
new blog post kuliah sambil kerja ternyata banyak profesi menjanjikan yang bisa kamu coba,new blog post kuliah sambil kerja nyata banyak profesi janji yang bisa kamu coba,0
d o sangat dekat dengan kai kebersamaan mereka selalu terekam kamera,sangat dekat dengan kai sama mereka selalu rekam kamera,1
sekadar perkongsian bg rakan2 riders semua tak susah pun nk buat just tampal sahaja dibelakang kad pengenalan no kecemasan o,sekadar kongsi bang rak riders semua tidak susah pun nk buat just tampal sahaja belakang kad kenal no cemas,0
mohon bantuannya teman teman kpopers semuanya bentuk apapun bantuannya akan sangat meringankan beban teman teman kita ya,mohon bantu teman teman kpopers semua bentuk apa bantu akan sangat ringan beban teman teman kita iya,0
bukan hasil yang kita inginkan namun apresiasi tinggi untuk perjuangan skuat timnas u 16 yang telah memberikan segalanya di lapa,bukan hasil yang kita ingin namun apresiasi tinggi untuk juang skuat timnas yang telah beri segala di lapa,1
simbol negara yang sangat tidak dihormati oleh warga negara mereka membentuk grup2 oposisi dan itu sangat menjiji,simbol negara yang sangat tidak hormat oleh warga negara mereka bentuk grup oposisi dan itu sangat menjiji,-1
eri ayo mutualan sama nanda aja ya kita hype exo bareng2 aku bahagia sekali mau ngucapin terimakasih juga,eri ayo mutualan sama nanda saja iya kita hype exo bareng saya bahagia sekali mau ucap terimakasih juga,0
upfoll bayar pake acc acc nya mau kamu hargain sendiri bisa kok kak,upfoll bayar pakai accord accord nya mau kamu hargain sendiri bisa kok kak,0
